658126|68254|MOMETASONA KORHISPANA 0,1% SOLUCION CUTANEA EFG|1 mg/g|60|1 frasco de 60 ml|1|0|1
658131|68257|FUROSEMIDA GESFUR 20mg/2ml.SOLUCION INYECTABLE EFG|20 mg |5|5 ampollas de 2 ml|1|0|1
658132|68258|FUROSEMIDA GESFUR 250mg/ 25ml SOLUCION PARA PERFUSION EFG|250 mg|4|4 ampollas de 25 ml|1|0|1
658133|68259|PAROXETINA ZENTIVA 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|14|14 comprimidos|1|1|1
658134|68259|PAROXETINA ZENTIVA 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|28|28 comprimidos|1|1|1
658135|68259|PAROXETINA ZENTIVA 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|56|56 comprimidos|1|1|1
658136|68260|TIMOGEL 1 mg/g GEL OFTALMICO EN UNIDOSIS|1 mg/g|30|30 envases unidosis de 0,4 g|0|0|1
658142|68264|TORASEMIDA PHARMAGENUS 2,5 mg COMPRIMIDOS EFG|2,5 mg|30|30 comprimidos|1|0|1
658143|68265|TORASEMIDA PHARMAGENUS 5 mg COMPRIMIDOS EFG|5 mg|30|30 comprimidos|1|0|1
658144|68266|TORASEMIDA PHARMAGENUS 10 mg COMPRIMIDOS EFG|10 mg|30|30 comprimidos|1|0|1
658145|68267|MINURIN FLAS 60 microgramos LIOFILIZADO ORAL|60 microgramos|10|10 liofilizados|0|0|1
658146|62168|FUROSEMIDA INIBSA 20mg/2ml SOLUCIÓN INYECTABLE EFG|20 mg |5|5 ampollas de 2 ml|1|0|1
658150|68268|MINURIN FLAS 120 microgramos LIOFILIZADO ORAL|120 microgramos|30|30 liofilizados|0|0|1
658151|03256008|HUMIRA 40 mg SOLUCION INYECTABLE EN PLUMA PRECARGADA.|40 mg |2|2 plumas precargadas de 0,8 ml|0|0|1
658152|68269|MINURIN FLAS 240 microgramos LIOFILIZADO ORAL|240 microgramos|10|10 liofilizados|0|0|1
658153|63481|ALOPURINOL PENSA 100 mg COMPRIMIDOS EFG|100 mg|100|100 comprimidos|1|0|1
658161|63482|ALOPURINOL PENSA 300 mg COMPRIMIDOS EFG|300 mg|30|30 comprimidos|1|0|1
658163|68274|RAMIPRIL NORMON 2,5 mg COMPRIMIDOS EFG|2,5 mg|28|28 comprimidos|1|0|1
658164|68275|RAMIPRIL NORMON 5 mg COMPRIMIDOS EFG|5 mg|28|28 comprimidos|1|0|1
658165|68276|RAMIPRIL NORMON 10 mg COMPRIMIDOS EFG|10 mg|28|28 comprimidos|1|0|1
658166|68278|TERAZOSINA NORMON 5 mg COMPRIMIDOS EFG|5 mg|30|30 comprimidos|1|0|1
658167|68277|TERAZOSINA NORMON 2 mg COMPRIMIDOS EFG|2 mg|15|15 comprimidos|1|0|1
658169|68279|CALTON 30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA|30 mg|56|56 comprimidos|0|1|1
658170|68280|EBASTINA ARISTO 20 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|20|20 comprimidos|1|0|1
658171|68281|EBASTINA ARISTO 10 MGmg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|10 mg|20|20 comprimidos|1|0|1
658176|68285|LAMICOSIL UNI 10 mg/g SOLUCION CUTANEA|10 mg/g|4|1 tubo de 4 g|0|0|1
658177|68286|RECTOGESIC 4 mg/g POMADA RECTAL|4 mg/g|30|1 tubo de 30 g|0|0|1
658178|68287|PANTOPRAZOL COMBINO PHARM 40 mg POLVO PARA SOLUCION INYECTABLE EFG|40 mg|1|1 vial|1|0|1
658179|57945|BAYPRESOL 20 mg COMPRIMIDOS|20 mg|30|30 comprimidos|0|0|1
658180|68288|ALPRAZOLAM RANBAXY 2 mg COMPRIMIDOS EFG|2 mg|30|30 comprimidos|1|1|1
658181|68288|ALPRAZOLAM RANBAXY 2 mg COMPRIMIDOS EFG|2 mg|50|50 comprimidos|1|1|1
658182|68289|ZURIA 10 mg/ml GOTAS ORALES EN SOLUCION|10 mg/ml|30|1 frasco de 30 ml|0|1|1
658183|68290|CALCIO/VITAMINA D3 ROVI 1000 mg/880 UI COMPRIMIDOS EFERVESCENTES|2.500 mg/880 UI|30|30 comprimidos|0|0|1
658185|68292|METABOLIMAX 3.000 MBq/ml  SOLUCION INYECTABLE|3.000 Mbq/ml|1| 1 vial de 10 ml|0|0|1
658186|68293|FLUORSCAN 3000 MBq/ml  SOLUCION INYECTABLE|3.000 Mbq/ml|1|1 vial de 10 ml|0|0|1
658187|56920|ADALAT RETARD  20 mg COMPRIMIDOS DE LIBERACION MODIFICADA|20 mg|60|60 comprimidos|0|0|1
658188|68294|FARNA-FDG 3.000 MBq/ml  SOLUCION INYECTABLE|3.000 Mbq/ml|1|1 vial de 10 ml|0|0|1
658189|68295|CALODIS 1000 mg/880 UI COMPRIMIDOS EFERVESCENTES|2.500 mg/880 UI|30|30 comprimidos|0|0|1
658190|68296|ACICLOVIR SANDOZ 50 MG/G CREMA EFG|50 mg/g|2|1 tubo de 2 g|1|0|1
658191|68296|ACICLOVIR SANDOZ 50 MG/G CREMA EFG|50 mg/g|15|1 tubo de 15 g|1|0|1
658192|68297|CAPTOPRIL FARMALIDER 50 mg COMPRIMIDOS EFG|50 mg|30|30 comprimidos|1|0|1
658193|68298|FENOFIBRATO KERN PHARMA 160 mg CAPSULAS DURAS EFG|160 mg|30|30 cápsulas|1|0|1
658194|68299|AMLODIPINO STADA 5 mg COMPRIMIDOS EFG|5 mg|30|30 comprimidos|1|0|1
658195|52661|ADALAT 10 mg, CAPSULAS BLANDAS|10 mg|50|50 cápsulas|0|0|1
658196|68300|AMLODIPINO STADA 10 mg COMPRIMIDOS EFG|10 mg|30|30 comprimidos|1|0|1
658197|68301|NICOTINELL 14 mg/24 HORAS PARCHE TRANSDERMICO|14 mg/24 h|7|7 parches|0|0|1
658198|68301|NICOTINELL 14 mg/24 HORAS PARCHE TRANSDERMICO|14 mg/24 h|14|14 parches|0|0|1
658200|68301|NICOTINELL 14 mg/24 HORAS PARCHE TRANSDERMICO|14 mg/24 h|28|28 parches|0|0|1
658203|58074|NIMOTOP 30 mg, COMPRIMIDOS RECUBIERTOS CON PELICULA|30 mg|100|100 comprimidos|0|0|1
658204|68302|NICOTINELL 7 mg/24 HORAS PARCHES  TRANSDERMICOS|7 mg/24 h|14|14 parches|0|0|1
658206|68302|NICOTINELL 7 mg/24 HORAS PARCHES  TRANSDERMICOS|7 mg/24 h|28|28 parches|0|0|1
658207|68303|NICOTINELL 21 mg/24 HORAS PARCHE TRANSDERMICO|14 mg/24 h|7|7 parches|0|0|1
658208|68303|NICOTINELL 21 mg/24 HORAS PARCHE TRANSDERMICO|14 mg/24 h|14|14 parches|0|0|1
658210|68303|NICOTINELL 21 mg/24 HORAS PARCHE TRANSDERMICO|14 mg/24 h|28|28 parches|0|0|1
658211|59419|GLUCOBAY 50 mg COMPRIMIDOS|50 mg|100|100 comprimidos|0|0|1
658213|68305|TORASEMIDA ALTER 5 mg COMPRIMIDOS EFG|5 mg|30|30 comprimidos|1|0|1
658214|68306|TORASEMIDA ALTER 10 mg COMPRIMIDOS EFG|10 mg|30|30 comprimidos|1|0|1
658215|68307|ENALAPRIL-HIDROCLOROTIAZIDA ACOST 20/12.5 mg COMPRIMIDOS EFG|20 mg/12,5 mg|28|28 comprimidos|1|0|1
658218|68310|AMLODIPINO NORMON 5 mg COMPRIMIDOS EFG|5 mg|30|30 comprimidos|1|0|1
658219|68311|AMLODIPINO NORMON 10 mg COMPRIMIDOS EFG|10 mg|30|30 comprimidos|1|0|1
658221|68312|EBASTINA ACOST 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|20|20 comprimidos|1|0|1
658222|68313|EBASTINA ACOST 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|10 mg|20|20 comprimidos|1|0|1
658223|68314|CARVEDILOL CINFAMED 6,25 mg COMPRIMIDOS EFG|6,25 mg|28|28 comprimidos|1|0|1
658224|68315|CARVEDILOL CINFAMED 25 mg COMPRIMIDOS EFG|25 mg|28|28 comprimidos|1|0|1
658226|68316|CLOBEX 500 microgramos/g CHAMPU|0,5 mg/g|125|1 frasco de 125 ml|0|0|1
658228|68318|PARACETAMOL LEVEL 100 mg/ml SOLUCION ORAL EFG|100 mg/ml|30|1 frasco de 30 ml|1|0|1
658229|59419|GLUCOBAY 50 mg COMPRIMIDOS|50 mg|30|30 comprimidos|0|0|1
658230|68318|PARACETAMOL LEVEL 100 mg/ml SOLUCION ORAL EFG|100 mg/ml|60|1 frasco de 60 ml|1|0|1
658236|68323|LOSARTAN PHARMAGENUS 25 mg COMPRIMIDOS RECUBIERTOS  CON PELICULA|25 mg|28|28 comprimidos|1|0|1
658237|59420|GLUCOBAY 100 mg COMPRIMIDOS|100 mg|100|100 comprimidos|0|0|1
658238|68324|LOSARTAN PHARMAGENUS 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|50 mg|28|28 comprimidos|1|0|1
658239|68325|LOSARTAN PHARMAGENUS 12,5 mg  INICIO COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|12,5 mg|7|7 comprimidos|1|0|1
658240|68326|LOSARTAN PHARMAGENUS 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|100 mg|28|28 comprimidos|1|0|1
658241|68327|CARVEDILOL CINFA 6,25 mg COMPRIMIDOS EFG|6,25 mg|28|28 comprimidos|1|0|1
658242|68328|CARVEDILOL CINFA 25 mg COMPRIMIDOS EFG|25 mg|28|28 comprimidos|1|0|1
658244|68330|PARACETAMOL NORMON 500 mg COMPRIMIDOS EFG|500 mg|20|20 comprimidos|1|0|1
658245|59420|GLUCOBAY 100 mg COMPRIMIDOS|100 mg|30|30 comprimidos|0|0|1
658246|68331|PARACETAMOL NORMON 650 mg COMPRIMIDOS EFG|650 mg|20|20 comprimidos|1|0|1
658247|68331|PARACETAMOL NORMON 650 mg COMPRIMIDOS EFG|650 mg|40|40 comprimidos|1|0|1
658252|58470|STILNOX 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA|10 mg|30|30 comprimidos|0|1|1
658256|68339|PARACETAMOL KERN PHARMA 1 g COMPRIMIDOS EFG|1.000 mg|20|20 comprimidos|1|0|1
658257|68339|PARACETAMOL KERN PHARMA 1 g COMPRIMIDOS EFG|1.000 mg|40|40 comprimidos|1|0|1
658259|68341|ANGINOCOM 5 mg/5 mg COMPRIMIDOS PARA CHUPAR SABOR LIMON|5 mg/5 mg|20|20 comprimidos|0|0|1
658261|68342|ANGINOCOM 5 mg/ 5 mg COMPRIMIDOS PARA CHUPAR SABOR NARANJA|5 mg/5 mg|20|20 comprimidos|0|0|1
658264|68345|OXIDO NITROSO MEDICINAL LIQUIDO OXIGEN SALUD|98% v/v|20000|1 recipiente criogénico fijo de 20.000 l|0|0|1
658265|66203|XICIL 1500 MG POLVO PARA SOLUCIÓN ORAL EFG|1.500 mg|20|20 sobres|1|0|1
658266|66203|XICIL 1500 MG POLVO PARA SOLUCIÓN ORAL EFG|1.500 mg|30|30 sobres|1|0|1
658267|68346|VENLAFAXINA RETARD TARBIS 150 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG|150 mg|30|30 cápsulas|1|1|1
658270|68348|ITNOGEN 2% GEL|20 mg/g|60|1 tubo de 60 g|0|0|1
658279|68351|FOSINOPRIL RANBAXY 20 mg COMPRIMIDOS EFG|20 mg|28|28 comprimidos|1|0|1
658281|68353|FOLINATO CALCICO G.E.S.  50 mg POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EFG|50 mg|1|1 vial + 1 ampolla de disolvente|1|0|1
658282|68354|FOLINATO CALCICO G.E.S. 350 mg POLVO PARA SOLUCION INYECTABLE EFG|350 mg|1|1 vial|1|0|1
658283|68355|SERTRALINA PENSA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|50 mg|30|30 comprimidos|1|1|1
658284|68355|SERTRALINA PENSA 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|50 mg|60|60 comprimidos|1|1|1
658286|62165|DOTAREM 0,5 mmol/ml SOLUCION INYECTABLE EN VIAL|0 ,5 mmol/ml|20|1 frasco de 20 ml|0|0|1
658289|68359|VENLAFAXINA RETARD TARBIS 75 mg CAPSULAS DURAS DE LIBERACION PROLONGADA EFG|75 mg|30|30 cápsulas|1|1|1
658294|62165|DOTAREM 0,5 mmol/ml SOLUCION INYECTABLE EN VIAL|0 ,5 mmol/ml|15|1 frasco de 15 ml|0|0|1
658295|68362|ZEMPLAR 2 microgramos/ml SOLUCION INYECTABLE|2 microgramos|5|5 ampollas de 1 ml|0|0|1
658296|68363|MATRIFEN 12 microgramos/HORA PARCHE TRANSDERMICO|12 microgramos/h|5|5 parches|0|1|1
658297|68364|MATRIFEN 25 microgramos/HORA PARCHE TRANSDERMICO|25 microgramos/h|5|5 parches|0|1|1
658298|68365|MATRIFEN 50 microgramos/HORA PARCHE TRANSDERMICO|50 microgramos/h|5|5 parches|0|1|1
658299|68366|MATRIFEN 75 microgramos/HORA PARCHE TRANSDERMICO|75 microgramos/h|5|5 parches|0|1|1
658300|68367|MATRIFEN 100 microgramos/HORA PARCHE TRANSDERMICO|100 microgramos/h|5|5 parches|0|1|1
658301|06362001|BYETTA  5 microgramos SOLUCION INYECTABLE, PLUMA PRECARGADA|5 microgramos/dosis|60|1 pluma precargada de 60 dosis|0|1|1
658302|62165|DOTAREM 0,5 mmol/ml SOLUCION INYECTABLE EN VIAL|0 ,5 mmol/ml|10|1 frasco de 10 ml|0|0|1
658304|06362003|BYETTA  10 microgramos SOLUCION INYECTABLE, PLUMA PRECARGADA|10 microgramos/dosis|60|1 pluma precargada de 60 dosis|0|1|1
658306|06365001|ELAPRASE 2 mg/ml CONCENTRADO PARA SOLUCION PARA PERFUSION|2 mg/ml inyectable 3 ml|1|1 vial de 3 ml|0|0|1
658307|03255004|VENTAVIS 10 microgramos/ml SOLUCION PARA INHALACION POR NEBULIZADOR|10 microgramos|30|30 ampollas de 1 ml|0|1|1
658315|68369|ENALAPRIL/HIDROCLOROTIAZIDA UR 20/12.5 mg COMPRIMIDOS EFG|20 mg/12,5 mg|28|28 comprimidos|1|0|1
658316|68370|TERBINAFINA COMBIX 10 mg/g CREMA EFG|10 mg/g|30|1 tubo de 30 g|1|0|1
658317|68371|LORMETAZEPAM CINFA 1 mg COMPRIMIDOS EFG|1 mg|30|30 comprimidos|1|1|1
658318|68372|LORMETAZEPAM CINFA 2 mg COMPRIMIDOS EFG|2 mg|20|20 comprimidos|1|1|1
658319|68373|LORMETAZEPAM TEVA 1 mg COMPRIMIDOS EFG|1 mg|30|30 comprimidos|1|1|1
658320|68374|LORMETAZEPAM TEVA 2 mg COMPRIMIDOS EFG|2 mg|20|20 comprimidos|1|1|1
658329|68380|OXALIPLATINO RATIOPHARM 5 mg/ml POLVO PARA SOLUCION PARA PERFUSION EFG|50 mg|1|1 vial de 50 mg|1|1|1
658330|68380|OXALIPLATINO RATIOPHARM 5 mg/ml POLVO PARA SOLUCION PARA PERFUSION EFG|100 mg|1|1 vial de 100 mg|1|1|1
658336|62162|MADOPAR RETARD 100/25 mg CAPSULAS DURAS DE LIBERACION PROLONGADA|100 mg/25 mg|100|100 cápsulas|0|1|1
658338|68385|TAMSULOSINA NORMON 0,4 mg CAPSULAS DURAS DE LIBERACION MODIFICADA EFG|0,4 mg|30|30 cápsulas|1|0|1
658341|68388|RAMIPRIL/HIDROCLOROTIAZIDA TECNIGEN 2,5/12,5 mg COMPRIMIDOS EFG|2,5 mg/12,5 mg|28|28 comprimidos|1|0|1
658343|68389|RAMIPRIL/HIDROCLOROTIAZIDA TECNIGEN 5/25 mgCOMPRIMIDOS EFG|5 mg/25 mg|28|28 comprimidos|1|0|1
658346|68391|SERTRALINA PENSA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|100 mg|30|30 comprimidos|1|1|1
658347|68391|SERTRALINA PENSA 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|100 mg|60|60 comprimidos|1|1|1
658348|68392|SERTRALINA CURAXYS 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|50 mg|30|30 comprimidos|1|1|1
658349|68392|SERTRALINA CURAXYS 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|50 mg|60|60 comprimidos|1|1|1
658350|68393|SERTRALINA CURAXYS 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|100 mg|30|30 comprimidos|1|1|1
658351|62161|DICLOFENACO CINFA 50 mg COMPRIMIDOS GASTRORRESISTENTES EFG|50 mg|40|40 comprimidos|1|0|1
658352|68393|SERTRALINA CURAXYS 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|100 mg|60|60 comprimidos|1|1|1
658353|68394|CITALOPRAM PENSA 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA|10 mg|28|28 comprimidos|0|1|1
658355|68395|CITALOPRAM PENSA 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|28|28 comprimidos|1|1|1
658356|68396|CITALOPRAM PENSA 30 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|30 mg|28|28 comprimidos|1|1|1
658358|68398|GRAZAX 75000 SQ-T LIOFILIZADO ORAL|75.000 SQ-T|30|30 liofilizados|0|0|1
658362|68402|VERISCAL D FLAS 1500 mg/ 400 UI COMPRIMIDOS BUCODISPERSABLES|1.500 mg/400 UI|60|60 comprimidos|0|0|1
658363|68403|METFORMINA UR  850 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|850 mg|50|50 comprimidos|1|0|1
658364|68404|PANPROTON 40 mg COMPRIMIDOS GASTRORRESISTENTES EFG|40 mg|14|14 comprimidos|1|0|1
658365|68404|PANPROTON 40 mg COMPRIMIDOS GASTRORRESISTENTES EFG|40 mg|28|28 comprimidos|1|0|1
658366|68405|PANTOPRAZOL FARMALTER 40 mg COMPRIMIDOS GASTRORRESISTENTES EFG|40 mg|14|14 comprimidos|1|0|1
658367|68405|PANTOPRAZOL FARMALTER 40 mg COMPRIMIDOS GASTRORRESISTENTES EFG|40 mg|28|28 comprimidos|1|0|1
658368|68406|BUDESONIDA ALDO-UNION 64 microgramos SUSPENSION PARA PULVERIZACION NASAL EFG|64 microgramos/dosis|120|1 envase pulverizador de 120 dosis|1|0|1
658369|63483|SELUTRIO 40 SOLUCION PARA DIALISIS PERITONEAL|N/A (más de 3 PA)|2|2 bolsas de 5.000 ml (SYSTEM 10)|0|0|1
658375|68411|VINORELBINA PLACASOD 10MG/ML CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN EFG|10 mg/ml inyectable 1 ml|1|1 vial de 1 ml|1|1|1
658376|68411|VINORELBINA PLACASOD 10MG/ML CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN EFG|10 mg/ml inyectable 5 ml|1|1 vial de 5 ml|1|1|1
658377|63483|SELUTRIO 40 SOLUCION PARA DIALISIS PERITONEAL|N/A (más de 3 PA)|4|4 bolsas de 2.000 ml (GEMINI 10)|0|0|1
658379|68413|ALBUMINA HUMANA KEDRION 200 g/L SOLUCION PARA PERFUSION|200 g/L|1|1 frasco de 50 ml|0|0|1
658380|68413|ALBUMINA HUMANA KEDRION 200 g/L SOLUCION PARA PERFUSION|200 g/L|1|1 frasco de 100 ml|0|0|1
658381|68414|ALBUMINA HUMANA KEDRION 250 g/L SOLUCION PARA PERFUSION|250 g/L|1|1 frasco de 50 ml|0|0|1
658382|68415|LOSARTAN UR 12,5 mg INICIO COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|12,5 mg|7|7 comprimidos|1|0|1
658383|68416|LOSARTAN UR 50 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|50 mg|28|28 comprimidos|1|0|1
658384|68417|LOSARTAN UR 100 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|100 mg|28|28 comprimidos|1|0|1
658390|68432|ONDANSETRON SERRACLINICS 4 mg/2 ml SOLUCION INYECTABLE EFG|4 mg |5|5 ampollas de 2 ml|1|0|1
658391|68424|ONDANSETRON SERRACLINICS 8 mg/4 ml SOLUCION INYECTABLE EFG|8 mg|5|5 ampollas de 4 ml|1|0|1
658394|68425|AMLODIPINO RATIOPHARM 5 mg COMPRIMIDOS EFG|5 mg|30|30 comprimidos|1|0|1
658395|68426|AMLODIPINO RATIOPHARM 10 mg COMPRIMIDOS EFG|10 mg|30|30 comprimidos|1|0|1
658396|68427|ANUAR 600mg/400 UI COMPRIMIDOS|1.500 mg/400 UI|60|60 comprimidos|0|0|1
658397|68428|RELIVERAN 600 mg/400 UI COMPRIMIDOS, 60 COMPRIMIDOS|1.500 mg/400 UI |60|60 comprimidos|0|0|1
658399|68430|CEFUROXIMA CINFAMED 250 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|250 mg|12|12 comprimidos|1|0|1
658400|68431|CEFUROXIMA CINFAMED 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|500 mg|12|12 comprimidos|1|0|1
658402|68422|AMLODIPINO VIR 10 mg COMPRIMIDOS EFG|10 mg|14|14 comprimidos|1|0|1
658403|68433|AMLODIPINO VIR 5 mg COMPRIMIDOS EFG|5 mg|28|28 comprimidos|1|0|1
658404|68434|FOSRENOL 1000 mg COMPRIMIDOS MASTICABLES|1.000 mg|90|90 comprimidos|0|0|1
658405|68435|NAPROXENO NORMON 500 mg COMPRIMIDOS EFG|500 mg|40|40 comprimidos|1|0|1
658406|68436|TAMSULOSINA RANBAXY 0,4 mg CAPSULAS  DURAS DE LIBERACION PROLONGADA EFG|0,4 mg|30|30 cápsulas|1|0|1
658407|06374001|LUCENTIS 10 mg/ml SOLUCION INYECTABLE|10 mg/ml inyectable 0,23 ml|1|1 vial de 0,23 ml|0|1|1
658411|68438|FOSRENOL 500 mg COMPRIMIDOS MASTICABLES|500 mg|90|90 comprimidos|0|0|1
658412|68439|FOSRENOL 750 mg COMPRIMIDOS MASTICABLES|750 mg|90|90 comprimidos|0|0|1
658414|68440|FOSTIPUR 75 UI  POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|75 UI|1|1 vial + 1 ampolla de disolvente|0|0|1
658416|68440|FOSTIPUR 75 UI  POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|75 UI|10|10 viales + 10 ampollas de disolvente|0|0|1
658417|68441|FOSTIPUR 150 UI POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|150 UI|1|1 vial + 1 ampolla de disolvente|0|0|1
658420|68441|FOSTIPUR 150 UI POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE|150 UI|10|10 viales + 10 ampollas de disolvente|0|0|1
658425|04275001|LITAK 2 mg/ml SOLUCION INYECTABLE|2 mg/ml inyectable 5 ml|1|1 vial de 5 ml|0|1|1
658426|04275002|LITAK 2 mg/ml SOLUCION INYECTABLE|2 mg/ml inyectable 5 ml|5|5 viales de 5 ml|0|1|1
658430|68446|GLUCOSAMINA KERN PHARMA 1500 mg POLVO PARA SOLUCION ORAL EFG|1.500 mg|20|20 sobres|1|0|1
658431|68446|GLUCOSAMINA KERN PHARMA 1500 mg POLVO PARA SOLUCION ORAL EFG|1.500 mg|30|30 sobres|1|0|1
658461|68459|PARACETAMOL  QUALIGEN 1g COMPRIMIDOS EFERVESCENTES EFG|1.000 mg|40|40 comprimidos|1|0|1
658462|68460|CETIRIZINA SANDOZ 10 mg/ml GOTAS ORALES EN SOLUCION EFG|10 mg/ml|20|1 frasco de 20 ml|1|0|1
658464|68462|TERBINAFINA PENSA  10 mg/g CREMA EFG|10 mg/g|30|1 tubo de 30 g|1|0|1
658465|68463|ACICLOVIR APOTEX 50 mg/g CREMA EFG|50 mg/g|2|1 tubo de 2 g|1|0|1
658466|68463|ACICLOVIR APOTEX 50 mg/g CREMA EFG|50 mg/g|15|1 tubo de 15 g|1|0|1
658467|66679|DUAC 10 mg/g +50 mg/g GEL|10 mg/g + 50 mg/g|50|1 tubo de 50 g|0|0|1
658472|68464|GRANISETRON G.E.S. 3 mg/3 ml CONCENTRADO PARA  SOLUCION   PARA PERFUSION EFG|3 mg|1|1 ampolla de 3 ml|1|0|1
658473|68464|GRANISETRON G.E.S. 3 mg/3 ml CONCENTRADO PARA  SOLUCION   PARA PERFUSION EFG|3 mg|5|5 ampollas de 3 ml|1|0|1
658478|68467|FINASTERIDA TARBIS 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|5 mg|28|28 comprimidos|1|0|1
658479|68468|FINASTERIDA QUALIGEN 5 mg COMPRIMIDOS EFG|5 mg|28|28 comprimidos|1|0|1
658480|68469|AMLODIPINO MYLAN 5 mg COMPRIMIDOS EFG|5 mg|30|30 comprimidos|1|0|1
658481|68470|AMLODIPINO MYLAN 10 mg COMPRIMIDOS EFG|10 mg|30|30 comprimidos|1|0|1
658482|68471|NORMOTRIDE 6,25 mg COMPRIMIDOS EFG|6,25 mg|28|28 comprimidos|1|0|1
658483|68472|CARVEDILOL COMBIX 12,5 mg COMPRIMIDOS EFG|12,5 mg|28|28 comprimidos|1|0|1
658486|68474|PARACETAMOL G.E.S. 10 mg/ml, SOLUCION PARA PERFUSION|500 mg|12|12 bolsas de 50 ml|0|0|1
658487|68474|PARACETAMOL G.E.S. 10 mg/ml, SOLUCION PARA PERFUSION|1.000 mg|12|12 bolsas de 100 ml|0|0|1
658488|68475|PARACETAMOL SERRACLINICS 10 mg/ml SOLUCION PARA PERFUSION|500 mg|12|12 bolsas de 50 ml|0|0|1
658489|68475|PARACETAMOL SERRACLINICS 10 mg/ml SOLUCION PARA PERFUSION|1.000 mg|12|12 bolsas de 100 ml|0|0|1
658491|68477|LORAZEPAM CINFA 1 mg COMPRIMIDOS EFG|1 mg|25|25 comprimidos|1|1|1
658493|68477|LORAZEPAM CINFA 1 mg COMPRIMIDOS EFG|1 mg|50|50 comprimidos|1|1|1
658494|68478|LORAZEPAM CINFA 5 mg COMPRIMIDOS EFG|5 mg|20|20 comprimidos|1|1|1
658497|68479|LORAZEPAM PENSA 1 mg COMPRIMIDOS EFG|1 mg|25|25 comprimidos|1|1|1
658498|68479|LORAZEPAM PENSA 1 mg COMPRIMIDOS EFG|1 mg|50|50 comprimidos|1|1|1
658499|68480|LORAZEPAM PENSA 5 mg COMPRIMIDOS EFG|5 mg|20|20 comprimidos|1|1|1
658506|63647|PARACETAMOL PENSA 650 mg COMPRIMIDOS EFG|650 mg|40|40 comprimidos|1|0|1
658507|68245|GABAPENTINA ZENTIVA 400 mg CAPSULAS DURAS EFG|400 mg|30|30 cápsulas|1|1|1
658508|68246|GABAPENTINA ZENTIVA 300 mg CAPSULAS DURAS EFG|300 mg|30|30 cápsulas|1|1|1
658509|06350001|SAVENE 20 mg/ml POLVO PARA CONCENTRADO Y DISOLVENTE PARA SOLUCION PARA PERFUSION|500 mg|10|10 viales + 3 frascos de disolvente|0|0|1
658510|67790|PHYTO SOYA FORTE|35,35 mg|15|15 cápsulas|0|0|1
658511|68485|EBASTINA NORMON 10 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|10 mg|20|20 comprimidos|1|0|1
658512|68486|EBASTINA NORMON 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG|20 mg|20|20 comprimidos|1|0|1
658516|68201|TRIFLUSAL CINFA 300 mg CAPSULAS  DURAS EFG|300 mg|30|30 cápsulas|1|0|1
658517|68490|PRAVASTATINA DAVUR 10 mg COMPRIMIDOS EFG|10 mg|28|28 comprimidos|1|0|1
